コード,決算期,連/単,売上高,営業利益,経常利益,当期利益,EPS（円）,一株配当金（円）
25935,----/--,--,--,--,--,--,--,--,
25935,----/--,--,--,--,--,--,--,--,
3445,2016/12,連結,8864,1585,1444,861,158.40,10.00,
3445,2017/12,連結,10932,2982,3159,2113,190.56,5.00,
3445,2018/12,連結,25478,5751,6141,3620,294.80,10.00,
3445,2019/12,連結,28688,5971,6151,3621,282.72,10.00,
3445,2019/12,連結,28688,5971,6151,3621,282.72,10.00,
3446,2016/06,単独,596,70,124,83,--,--,
3446,2017/06,単独,801,165,199,129,--,0.00,
3446,2018/06,単独,1009,243,279,174,32.76,0.00,
3446,2019/06,単独,1285,436,496,332,57.11,0.00,
3446,2020/06,単独,1450,278,302,208,35.73,0.00,
3446,2020/06,単独,1450,278,302,208,35.58,0.00,
3447,2016/03,連結,15120,2470,2134,1511,--,--,
3447,2017/03,連結,15194,2631,2559,1680,--,0.00,
3447,2018/03,連結,16586,2306,2238,1459,105.87,43.00,
3447,2019/03,連結,17512,1963,1894,1331,96.44,44.00,
3447,2020/03,連結,17000,2060,1990,1400,100.08,44.00,
3447,2020/03,連結,17000,2060,1990,1400,100.08,44.00,
3448,2018/03,連結,3926,61,53,11,41.78,15.00,
3448,2019/03,連結,4491,51,62,12,45.37,15.00,
3448,2020/03,連結,4056,44,29,2,8.99,--,
3448,2020/03,連結,4056,44,29,2,6.67,15.00,
3451,2017/10,単独,1633,754,620,619,3382.00,3382.00,
3451,2018/04,単独,2002,1001,828,828,3532.00,3532.00,
3451,2018/10,単独,2051,981,805,805,3434.00,3435.00,
3451,2019/04,単独,2748,1490,1273,1229,4349.00,4052.00,
3451,2019/10,単独,2475,1187,960,959,3391.00,3480.00,
3451,2019/10,単独,2475,1187,960,959,3391.00,3480.00,
3452,2015/12,連結,6950,800,655,400,112.60,0.00,
3452,2016/12,連結,11626,1175,874,588,150.59,17.00,
3452,2017/12,連結,13097,2365,1998,1250,--,39.00,
3452,2018/12,連結,20267,3307,2832,1960,251.65,50.00,
3452,2019/12,連結,26300,3738,3360,2357,298.66,--,
3452,2019/12,連結,26300,3738,3360,2357,286.38,50.00,
3453,2018/03,単独,8126,3768,3179,3175,6255.00,6255.00,
3453,2018/09,単独,8577,3816,3201,3197,6298.00,6299.00,
3453,2019/03,単独,8415,3884,3284,3283,6467.00,6477.00,
3453,2019/09,単独,8609,3879,3288,3287,6476.00,6486.00,
3453,2020/03,単独,8257,4087,3482,3481,6493.00,6501.00,
3453,2020/03,単独,8257,4087,3482,3481,6493.00,6501.00,
3454,2015/11,連結,4557,2832,2658,1661,242.21,0.00,
3454,2016/11,連結,14606,3966,3662,2287,324.65,50.00,
3454,2017/11,連結,18766,3373,3060,2048,146.21,15.00,
3454,2018/11,連結,21864,5130,4700,2885,205.97,18.00,
3454,2019/11,連結,20020,3850,3170,2000,142.74,21.00,
3454,2019/11,連結,20020,3850,3170,2000,138.46,21.00,
3455,2018/01,単独,1219,624,513,512,2653.00,2653.00,
3455,2018/07,単独,1267,625,522,521,2698.00,2699.00,
3455,2019/01,単独,1301,647,540,539,2794.00,3120.00,
3455,2019/07,単独,2008,1189,1047,1046,3372.00,3643.00,
3455,2020/01,単独,2012,1101,940,939,3020.00,3304.00,
3455,2020/01,単独,2012,1101,940,939,3020.00,3304.00,
3456,2016/06,単独,1340,127,130,90,193.56,0.00,
3456,2017/06,単独,1668,135,134,94,201.06,0.00,
3456,2018/06,単独,1613,102,98,65,139.82,0.00,
3456,2019/06,単独,1547,73,71,47,102.18,0.00,
3456,2020/06,単独,1647,85,77,50,107.45,0.00,
3456,2020/06,単独,1647,85,77,50,106.72,0.00,
3457,2016/06,連結,17275,1277,1182,741,88.31,16.00,
3457,2017/06,連結,16848,1249,1103,737,87.02,20.00,
3457,2018/06,連結,22517,2116,1908,1279,--,45.00,
3457,2019/06,連結,31546,3156,3003,2006,103.38,37.00,
3457,2020/06,連結,37221,3521,3300,2178,112.08,34.00,
3457,2020/06,連結,37221,3521,3300,2178,111.93,34.00,
3458,2016/07,連結,33842,4386,4123,2307,396.84,20.00,
3458,2017/07,連結,40475,5188,4956,3581,292.89,20.00,
3458,2018/07,連結,33584,3186,3103,2103,--,40.00,
3458,2019/07,連結,23941,1651,1382,696,27.86,21.00,
3458,2020/07,連結,43600,2500,2100,1300,51.79,22.00,
3458,2020/07,連結,43600,2500,2100,1300,49.69,22.00,
3459,2018/01,単独,1834,789,620,619,2190.00,2675.00,
3459,2018/07,単独,2888,1404,1011,1010,2213.00,2681.00,
3459,2019/01,単独,3216,1606,1321,1320,2654.00,3076.00,
3459,2019/07,単独,3677,1818,1645,1644,3261.00,3723.00,
3459,2020/01,単独,3761,1829,1444,1443,2435.00,2824.00,
3459,2020/01,単独,3761,1829,1444,1443,2435.00,2824.00,
3461,2016/09,単独,1087,164,163,116,87.61,0.00,
3461,2017/09,単独,2346,215,211,155,115.49,15.00,
3461,2018/09,単独,2616,325,321,225,78.45,10.00,
3461,2019/09,単独,4391,505,485,337,54.54,8.00,
3461,2020/09,単独,6552,553,530,371,59.75,12.00,
3461,2020/09,単独,6552,553,530,371,59.75,12.00,
3462,2018/02,単独,34218,13212,10715,10714,2561.00,3047.00,
3462,2018/08,単独,34731,13285,10755,10709,2478.00,3084.00,
3462,2019/02,単独,35428,14056,11516,11560,2675.00,3128.00,
3462,2019/08,単独,36617,14265,11692,11690,2571.00,3209.00,
3462,2020/02,単独,36712,14435,11977,11976,2633.00,3248.00,
3462,2020/02,単独,36712,14435,11977,11976,2633.00,3248.00,
3463,2018/01,単独,1782,1034,842,841,3285.00,3302.00,
3463,2018/07,単独,1814,1042,855,854,3352.00,3352.00,
3463,2019/01,単独,2439,1573,1399,1398,5486.00,5487.00,
3463,2019/07,単独,1789,992,805,804,3154.00,3154.00,
3463,2020/01,単独,2383,1402,1199,1198,4700.00,4700.00,
3463,2020/01,単独,2383,1402,1199,1198,4700.00,4700.00,
3464,2016/03,単独,9446,886,715,430,324.06,10.00,
3464,2017/03,単独,12166,1115,933,583,351.05,27.00,
3464,2018/03,単独,19219,1391,1128,732,109.63,13.00,
3464,2019/03,単独,21534,1730,1385,872,126.16,21.00,
3464,2020/03,単独,23500,1800,1450,945,132.65,23.00,
3464,2020/03,単独,23500,1800,1450,945,132.21,23.00,
3465,2016/03,単独,38749,2734,2447,1653,260.19,70.00,
3465,2017/03,連結,51257,4132,3996,2894,203.34,64.00,
3465,2018/03,連結,64107,5298,5283,3393,238.87,71.00,
3465,2019/03,連結,103118,5950,5769,3461,243.88,84.00,
3465,2020/03,連結,118000,6400,6100,3800,267.77,84.00,
3465,2020/03,連結,118000,6400,6100,3800,266.99,84.00,
3466,2018/02,単独,5251,2806,2544,2543,2312.00,2483.00,
3466,2018/08,単独,5663,3043,2697,2696,2451.00,2638.00,
3466,2019/02,単独,5792,3100,2784,2783,2530.00,2717.00,
3466,2019/08,単独,6942,4064,3688,3687,3201.00,3200.00,
3466,2020/02,単独,8624,5123,4669,4668,3463.00,3602.00,
3466,2020/02,単独,8624,5123,4669,4668,3463.00,3602.00,
3467,2016/03,単独,8658,531,423,288,488.34,90.00,
3467,2017/03,単独,11134,709,612,422,150.47,45.00,
3467,2018/03,単独,14421,818,686,471,83.00,27.50,
3467,2019/03,単独,15713,559,363,245,43.16,20.00,
3467,2020/03,単独,19659,724,503,339,59.58,18.00,
3467,2020/03,単独,19659,724,503,339,59.46,18.00,
3468,2018/01,単独,3194,2051,1876,1802,4349.00,4077.00,
3468,2018/07,単独,2810,1576,1305,1305,2775.00,2773.00,
3468,2019/01,単独,3844,2406,2073,2049,3889.00,3720.00,
3468,2019/07,単独,3785,2225,1965,1964,3632.00,3625.00,
3468,2020/01,単独,3199,1670,1441,1441,2665.00,2770.00,
3468,2020/01,単独,3199,1670,1441,1441,2665.00,2770.00,
3469,2016/06,連結,6996,411,329,210,251.12,30.00,
3469,2017/06,連結,9697,453,345,220,200.98,30.00,
3469,2018/06,連結,9778,566,504,325,96.08,10.00,
3469,2019/06,連結,9543,431,296,189,55.15,13.50,
3469,2020/06,連結,8044,448,347,208,60.86,11.00,
3469,2020/06,連結,8044,448,347,208,60.63,11.00,
3470,2017/12,単独,755,314,263,262,2886.00,3431.00,
3470,2018/06,単独,1057,472,395,394,3100.00,3441.00,
3470,2018/12,単独,1093,471,395,395,2984.00,3445.00,
3470,2019/06,単独,1121,471,397,396,2995.00,3494.00,
3470,2019/12,単独,1105,468,385,384,2903.00,3400.00,
3470,2019/12,単独,1105,468,385,384,2903.00,3400.00,
3471,2018/01,単独,2629,1239,1185,1184,5287.00,5563.00,
3471,2018/07,単独,3148,1498,1445,1444,5499.00,5832.00,
3471,2019/01,単独,3280,1560,1520,1519,5783.00,6105.00,
3471,2019/07,単独,4969,2318,2203,2202,5823.00,6496.00,
3471,2020/01,単独,5077,2298,2215,2214,5842.00,6541.00,
3471,2020/01,単独,5077,2298,2215,2214,5842.00,6541.00,
3472,2017/11,単独,1032,519,421,420,2384.00,2392.00,
3472,2018/05,単独,1442,734,571,570,2427.00,2435.00,
3472,2018/11,単独,1450,714,578,577,2454.00,2466.00,
3472,2019/05,単独,1434,699,560,559,2377.00,2390.00,
3472,2019/11,単独,1433,691,558,557,2368.00,2380.00,
3472,2019/11,単独,1433,691,558,557,2368.00,2380.00,
3473,2018/02,単独,2662,1304,1153,1152,3460.00,3460.00,
3473,2018/06,単独,1768,854,615,615,1847.00,1848.00,
3473,2018/12,単独,2362,1046,885,886,2661.00,2662.00,
3473,2019/06,単独,2394,1037,874,885,2660.00,2660.00,
3473,2019/12,単独,2380,852,676,675,2029.00,2029.00,
3473,2019/12,単独,2380,852,676,675,2029.00,2029.00,
3474,2015/12,連結,2099,275,274,179,159.84,0.00,
3474,2016/12,連結,2579,447,440,290,--,0.00,
3474,2017/12,連結,2909,355,351,179,27.21,0.00,
3474,2018/12,連結,2941,234,231,148,22.91,0.00,
3474,2019/12,連結,3952,76,88,52,8.22,0.00,
3474,2019/12,連結,3952,76,88,52,7.71,0.00,
3475,2015/10,連結,7823,948,916,563,537.39,20.00,
3475,2016/10,連結,7393,929,868,563,538.01,20.00,
3475,2017/10,連結,9834,907,820,620,106.11,20.00,
3475,2018/10,連結,16817,1678,1567,1071,159.99,35.00,
3475,2019/10,連結,23166,1701,1627,1113,155.05,47.00,
3475,2019/10,連結,23166,1701,1627,1113,151.58,47.00,
3476,2017/10,単独,3375,1662,1520,1520,5174.00,5175.00,
3476,2018/04,単独,3958,1907,1698,1706,5807.00,5807.00,
3476,2018/10,単独,4417,2122,1867,1922,5763.00,5668.00,
3476,2019/04,単独,4959,2531,2270,2271,--,5745.00,
3476,2019/10,単独,5400,2710,2468,2467,1425.00,1560.00,
3476,2019/10,単独,5400,2710,2468,2467,1560.00,1560.00,
3477,2016/03,単独,5127,374,345,245,--,0.00,
3477,2017/03,単独,7024,576,553,375,406.59,77.00,
3477,2018/03,単独,8659,381,372,257,128.81,50.00,
3477,2019/03,単独,7977,243,217,136,68.47,30.00,
3477,2020/03,単独,9900,375,345,240,120.02,30.00,
3477,2020/03,単独,9900,375,345,240,120.00,30.00,
3478,2018/02,単独,2306,1625,1534,1533,3066.00,3067.00,
3478,2018/08,単独,2409,1725,1628,1627,3255.00,3255.00,
3478,2019/02,単独,2322,1644,1545,1544,3089.00,3090.00,
3478,2019/08,単独,2399,1708,1610,1609,3219.00,3219.00,
3478,2020/02,単独,2559,1819,1706,1705,3410.00,3410.00,
3478,2020/02,単独,2559,1819,1706,1705,3410.00,3410.00,
3479,2016/02,連結,17941,2004,1848,935,--,0.00,
3479,2017/02,連結,21978,2694,2552,1352,316.52,0.00,
3479,2018/02,連結,28689,3449,3200,2071,63.95,0.00,
3479,2019/02,連結,35523,4289,4053,1893,58.06,0.00,
3479,2020/02,連結,56206,7607,5913,2863,79.34,0.00,
3479,2020/02,連結,56206,7607,5913,2863,76.38,0.00,
3480,2015/10,連結,32058,1510,1419,811,--,1625.00,
3480,2016/10,連結,34063,2191,2063,1187,--,1625.00,
3480,2017/10,連結,36428,2769,2638,1550,375.60,37.00,
3480,2018/10,連結,38940,2958,2890,2078,462.42,40.00,
3480,2019/10,連結,42085,3121,3030,2041,428.54,41.00,
3480,2019/10,連結,42085,3121,3030,2041,425.71,41.00,
3481,2018/02,単独,2042,1243,1074,1073,5389.00,5580.00,
3481,2018/08,単独,2186,1053,1003,1002,4684.00,5292.00,
3481,2019/02,単独,2493,1267,1171,1170,4798.00,5492.00,
3481,2019/08,単独,2530,1253,1212,1211,4930.00,5524.00,
3481,2020/02,単独,3213,1743,1610,1609,5263.00,5839.00,
3481,2020/02,単独,3213,1743,1610,1609,5263.00,5839.00,
3482,2015/12,連結,2992,728,688,442,--,--,
3482,2016/12,連結,4659,750,703,468,110.64,--,
3482,2017/12,連結,8794,1364,1189,794,88.66,11.00,
3482,2018/12,連結,9670,2392,2117,1359,64.93,9.50,
3482,2019/12,連結,13487,3137,2777,1659,78.17,11.50,
3482,2019/12,連結,13487,3137,2777,1659,77.58,11.50,
3483,2016/07,単独,1579,117,52,26,--,0.00,
3483,2017/07,単独,770,87,20,-15,-33.39,0.00,
3483,2018/07,単独,1366,236,166,114,240.14,0.00,
3483,2019/07,単独,745,3,-125,-134,-283.71,0.00,
3483,2020/07,単独,712,189,18,18,38.49,0.00,
3483,2020/07,単独,712,189,18,18,37.89,0.00,
3484,2016/03,単独,4227,280,292,181,--,148.00,
3484,2017/03,単独,5386,311,327,199,--,246.00,
3484,2018/03,単独,6689,396,401,235,28.89,8.00,
3484,2019/03,単独,8229,733,714,509,59.37,14.00,
3484,2020/03,単独,10017,801,802,545,61.20,7.00,
3484,2020/03,単独,10017,801,802,545,30.58,7.00,
3486,2015/12,連結,8682,282,296,166,--,--,
3486,2016/12,連結,11605,596,529,328,--,--,
3486,2017/12,連結,17167,1108,1092,696,432.68,45.00,
3486,2018/12,連結,22644,1209,1132,755,101.79,12.50,
3486,2019/12,連結,24900,1360,1210,800,106.00,12.50,
3486,2019/12,連結,24900,1360,1210,800,105.79,12.50,
3487,2017/12,単独,462,228,178,177,2539.00,2540.00,
3487,2018/06,単独,1186,668,523,522,2623.00,2585.00,
3487,2018/12,単独,1413,811,689,688,2978.00,3351.00,
3487,2019/06,単独,1411,718,597,596,2580.00,2952.00,
3487,2019/12,単独,1578,823,681,680,2625.00,2990.00,
3487,2019/12,単独,1578,823,681,680,2625.00,2990.00,
3488,2018/08,単独,1374,897,584,583,4606.00,2610.00,
3488,2019/02,単独,1312,856,804,803,3595.00,3596.00,
3488,2019/08,単独,1348,726,682,681,3052.00,3052.00,
3488,2020/02,単独,1329,715,658,657,2943.00,2943.00,
3488,2020/02,単独,1329,715,658,657,2943.00,2943.00,
3489,2016/03,単独,7108,564,448,303,--,--,
3489,2017/03,単独,10145,1171,1033,707,--,1000.00,
3489,2018/03,単独,13945,1237,1046,708,175.52,30.00,
3489,2019/03,単独,14164,1012,817,638,128.14,30.00,
3489,2020/03,単独,16000,1300,1050,720,144.58,30.00,
3489,2020/03,単独,16000,1300,1050,720,144.58,30.00,
3490,2016/02,単独,2883,55,26,6,--,--,
3490,2017/02,単独,4742,299,259,156,--,0.00,
3490,2018/02,単独,6376,400,352,274,391.48,0.00,
3490,2019/02,単独,5296,293,247,198,215.68,0.00,
3490,2020/02,単独,7826,280,215,145,152.60,--,
3490,2020/02,単独,7826,280,215,145,152.47,0.00,
3491,2016/10,単独,5373,-75,-102,-133,--,--,
3491,2017/10,単独,9557,356,336,258,--,0.00,
3491,2018/10,単独,20126,678,641,399,53.00,0.00,
3491,2019/10,連結,36605,1201,--,815,93.65,--,
3491,2019/10,連結,36605,1041,979,654,69.33,0.00,
3492,2018/08,単独,377,200,35,33,903.00,98.00,
3492,2019/02,単独,2129,1311,1172,1171,3392.00,3398.00,
3492,2019/08,単独,2916,1760,1620,1619,4686.00,4693.00,
3492,2020/02,単独,3038,1887,1675,1674,3620.00,3620.00,
3492,2020/02,単独,3038,1887,1675,1674,3620.00,3620.00,
3493,2019/01,単独,1300,736,521,520,2708.00,1729.00,
3493,2019/07,単独,1718,810,733,732,2050.00,2311.00,
3493,2020/01,単独,1764,822,744,743,2082.00,2366.00,
3493,2020/01,単独,1764,822,744,743,2082.00,2366.00,
3494,2016/09,単独,2399,666,299,-18,--,--,
3494,2017/09,単独,2511,763,275,152,--,0.00,
3494,2018/09,単独,2736,726,359,251,202.75,30.00,
3494,2019/09,単独,2735,600,321,221,141.37,30.00,
3494,2020/09,単独,3600,570,340,220,140.52,30.00,
3494,2020/09,単独,3600,570,340,220,137.31,30.00,
3495,2016/09,連結,4304,431,405,231,--,20.00,
3495,2017/09,連結,4952,445,438,277,--,20.00,
3495,2018/09,連結,5328,540,504,327,326.42,34.00,
3495,2019/09,連結,6248,577,562,371,284.61,40.00,
3495,2020/09,連結,6842,599,590,414,317.37,46.00,
3495,2020/09,連結,6842,599,590,414,317.17,46.00,
3496,2016/09,単独,803,-26,-27,-28,--,--,
3496,2017/09,単独,1220,31,29,36,--,0.00,
3496,2018/09,単独,1845,165,150,109,90.76,0.00,
3496,2019/09,単独,2728,93,94,56,38.54,0.00,
3496,2020/09,単独,3819,202,204,137,94.33,0.00,
3496,2020/09,単独,3819,202,204,137,93.77,0.00,
3497,2016/07,単独,11085,967,536,399,--,--,
3497,2017/07,単独,14846,1392,704,475,--,0.00,
3497,2018/07,単独,19263,1885,861,584,292.03,0.00,
3497,2019/07,単独,23727,2318,1118,694,259.74,5.00,
3497,2020/07,単独,34163,2504,1152,766,264.96,--,
3497,2020/07,単独,34163,2504,1152,766,265.49,5.00,
3498,2016/08,連結,874,57,56,56,--,--,
3498,2017/08,単独,1266,116,118,70,--,0.00,
3498,2018/08,単独,4041,370,342,227,188.30,0.00,
3498,2019/08,連結,5352,699,639,435,--,40.00,
3498,2020/08,連結,8260,1490,1400,985,357.51,--,
3498,2020/08,連結,8260,1490,1400,985,357.51,0.00,
3501,2016/05,連結,97529,2553,2883,245,3.25,7.00,
3501,2017/05,連結,96038,1297,1364,26,0.35,7.00,
3501,2018/05,連結,97872,2247,2358,1083,143.66,38.50,
3501,2019/05,連結,98617,3118,2956,467,65.36,70.00,
3501,2020/05,連結,96000,2600,2800,1300,196.34,70.00,
3501,2020/05,連結,96000,2600,2800,1300,169.22,70.00,
3504,2016/03,連結,22147,2115,1882,1397,97.60,30.00,
3504,2017/03,連結,20138,1576,2039,1161,75.10,30.00,
3504,2018/03,連結,17751,1591,1660,1103,71.21,30.00,
3504,2019/03,連結,14858,985,1293,814,52.58,30.00,
3504,2020/03,連結,13656,891,940,584,37.68,30.00,
3504,2020/03,連結,13656,891,940,584,35.23,30.00,
3512,2016/03,連結,11589,842,928,563,28.85,13.00,
3512,2017/03,連結,11080,638,794,504,26.14,15.00,
3512,2018/03,連結,11368,759,904,582,30.28,13.00,
3512,2019/03,連結,11208,453,695,503,26.15,13.00,
3512,2020/03,連結,11000,510,680,500,26.29,13.00,
3512,2020/03,連結,11000,510,680,500,25.20,13.00,
3513,2016/03,連結,12042,477,540,364,15.29,12.00,
3513,2017/03,連結,11696,362,381,235,9.92,12.00,
3513,2018/03,連結,12417,592,675,344,14.50,12.00,
3513,2019/03,連結,12357,485,611,366,77.03,36.00,
3513,2020/03,連結,12100,420,510,290,62.84,65.00,
3513,2020/03,連結,12100,420,510,290,58.38,65.00,
3515,2016/03,連結,9709,-28,-15,-219,-47.13,8.00,
3515,2017/03,連結,8926,176,271,179,38.54,8.00,
3515,2018/03,連結,9097,340,404,285,306.29,40.00,
3515,2019/03,連結,8840,-73,-15,-619,-665.09,65.00,
3515,2020/03,連結,9300,100,160,-70,-75.13,65.00,
3515,2020/03,連結,9300,100,160,-70,--,65.00,
3521,2016/03,連結,1214,-439,-487,-484,-5.67,0.00,
3521,2017/03,連結,1789,99,61,24,0.29,0.00,
3521,2018/03,連結,1889,174,142,167,3.91,0.00,
3521,2019/03,連結,1713,189,185,175,4.11,0.00,
3521,2020/03,連結,1720,280,270,150,3.51,0.00,
3521,2020/03,連結,1720,280,270,150,3.51,0.00,
3524,2016/04,連結,16504,1155,909,594,22.90,3.50,
3524,2017/04,連結,17948,816,758,557,215.08,40.00,
3524,2018/04,連結,19011,997,980,718,277.04,50.00,
3524,2019/04,連結,18767,861,862,607,234.25,50.00,
3524,2020/04,連結,21000,1150,1100,800,308.45,50.00,
3524,2020/04,連結,21000,1150,1100,800,307.10,50.00,
3526,2016/03,連結,51380,2071,1700,1360,22.47,3.00,
3526,2017/03,連結,50331,1510,1362,1019,16.84,3.00,
3526,2018/03,連結,56714,1879,1946,457,75.86,40.00,
3526,2019/03,連結,60978,2237,2321,1245,207.58,45.00,
3526,2020/03,連結,58600,700,600,1900,316.54,30.00,
3526,2020/03,連結,58600,700,600,1900,313.69,30.00,
3528,2016/03,連結,16724,386,273,7,0.05,1.00,
3528,2017/03,連結,14143,-43,516,213,1.25,3.00,
3528,2018/03,連結,11688,-1543,-1098,1483,4.46,4.00,
3528,2019/03,連結,6325,-6653,-6780,-8445,-19.05,0.00,
3528,2020/03,単独,--,--,--,--,--,1.00,
3528,2020/03,連結,10000,-1000,-1000,100,0.22,1.00,
3529,2016/03,連結,23964,867,1142,1193,7.15,3.00,
3529,2017/03,連結,23281,1040,1105,674,4.12,3.00,
3529,2018/03,連結,23963,849,832,579,35.82,30.00,
3529,2019/03,連結,21870,-903,-726,-3078,-192.00,30.00,
3529,2020/03,連結,21300,550,750,400,24.95,30.00,
3529,2020/03,連結,21300,550,750,400,23.10,30.00,
3536,2016/08,連結,14152,156,59,-2438,-95.72,2.00,
3536,2017/08,連結,14359,262,151,182,6.16,2.00,
3536,2018/08,連結,14484,212,130,257,8.49,1.00,
3536,2019/08,連結,13333,181,97,-42,-1.40,1.00,
3536,2020/08,連結,13404,231,117,77,2.57,1.00,
3536,2020/08,連結,13404,231,117,77,2.39,1.00,
3537,2016/03,連結,18406,283,326,759,785.07,40.00,
3537,2017/03,連結,18828,297,389,261,219.18,45.00,
3537,2018/03,連結,20198,334,451,314,263.52,53.00,
3537,2019/03,連結,20110,273,411,272,76.53,18.00,
3537,2020/03,連結,17841,120,256,232,64.97,18.00,
3537,2020/03,連結,17841,120,256,232,64.82,18.00,
3538,2016/06,連結,21093,886,866,492,244.81,43.00,
3538,2017/06,連結,23567,1209,1197,743,161.41,29.00,
3538,2018/06,連結,25770,1261,1255,815,88.01,13.20,
3538,2019/06,連結,29860,1118,1115,730,78.36,13.80,
3538,2020/06,連結,34639,1393,1384,871,93.35,14.00,
3538,2020/06,連結,34639,1393,1384,871,89.32,14.00,
3539,2016/07,連結,97174,4282,4289,2557,108.95,10.00,
3539,2017/07,連結,103770,3952,4086,2674,100.28,20.00,
3539,2018/07,連結,108289,4449,4546,2773,104.11,30.00,
3539,2019/07,連結,113278,4600,4751,2813,105.59,20.00,
3539,2020/07,連結,120611,4937,4952,3201,120.09,20.00,
3539,2020/07,連結,120611,4937,4952,3201,119.98,20.00,
3540,2015/12,連結,18145,1535,1610,1088,--,0.00,
3540,2016/12,連結,20334,1791,1864,1282,641.28,64.00,
3540,2017/12,連結,22830,2077,2161,1539,153.91,15.30,
3540,2018/12,連結,25806,1916,1973,1329,133.00,13.30,
3540,2019/12,連結,28392,2060,2092,1455,145.57,--,
3540,2019/12,連結,28392,2060,2092,1455,145.50,14.50,
3541,2016/08,単独,1195,156,162,107,58.60,0.00,
3541,2017/08,連結,1659,131,130,84,--,0.00,
3541,2018/08,連結,2310,-96,-47,-29,-6.94,0.00,
3541,2019/08,連結,3102,5,20,4,0.22,0.00,
3541,2020/08,単独,3200,60,60,35,1.67,--,
3541,2020/08,単独,3200,60,60,35,1.67,0.00,
3542,2016/03,連結,9136,583,587,486,--,0.00,
3542,2017/03,単独,10960,828,808,786,--,0.00,
